0.099912,-0.653438
0.420488,-6.514687
0.606639,-5.601438
0.249025,-4.507688
0.373982,-6.175688
0.450908,-5.183562
0.155303,-0.94175
0.192238,-0.544687
0.197045,-1.194625
0.15691,-0.681875
0.141225,-0.594562
0.326959,-6.1215
0.329354,-6.081812
0.170391,-1.184875
0.284621,-5.751938
0.29659,-5.351187
0.390756,-5.826937
0.106133,-0.622313
0.16777,-0.681438
0.186986,-0.376812
0.127727,-0.252563
0.159666,-0.448437
0.11,-1.546625
0.089846,-0.762938
0.101922,-0.417
0.096195,-0.431312
0.137563,-0.546375
0.347586,-5.174938
0.182887,-0.9035
0.129428,-0.428687
0.111109,-1.581562
0.455209,-5.384875
0.15492,-0.356938
0.111367,-0.325875
0.091736,-0.448062
0.101639,-0.292938
0.133498,-0.673
0.239051,-5.328688
0.17866,-0.735688
0.151291,-0.778125
0.153396,-0.291063
0.118986,-0.47525
0.106654,-0.277625
0.102631,-0.430188
0.111725,-0.333937
0.121141,-0.293625
0.166656,-3.534187
0.133574,-0.441937
0.428754,-5.79575
0.547627,-6.20125
0.362586,-5.279187
0.401752,-5.997813
0.306221,-5.36575
0.216924,-0.811438
0.15973,-0.389437
0.083691,-0.464187
0.157701,-0.417125
0.264453,-3.376438
0.110482,-0.593688
0.118449,-0.331313
0.139523,-0.481
0.173672,-0.924625
0.433697,-5.180313
0.176289,-0.604563
0.128021,-0.473875
0.241414,-4.795
0.173826,-0.189062
0.463721,-6.532063
0.177277,-0.720313
0.15374,-0.769563
0.216195,-5.091312
0.192223,-4.089875
0.226445,-3.616
0.193453,-0.729563
0.228623,-4.702562
0.153934,-3.642562
0.092609,-0.463938
0.315418,-4.066125
0.267338,-4.610563
0.333316,-4.292562
0.338588,-4.88225
0.319125,-5.105188
0.140947,-0.245438
0.253113,-0.758188
0.349012,-6.132625
0.227883,-4.849125
0.152254,-0.37725
0.187611,-1.815687
0.102646,-0.6325
0.122494,-0.44425
0.109271,-0.388688
0.100314,-0.450937
0.118727,-0.37475
0.124027,-0.495937
0.253463,-4.055813
0.206867,-4.678438
0.149512,-0.521813
0.143121,-0.369188
0.171865,-0.356
0.13358,-0.706438
0.128186,-0.558562
0.180045,-0.816937
0.263883,-1.450937
0.342576,-4.068062
0.239514,-4.894188
0.155346,-0.48825
0.147943,-0.558063
0.276613,-5.585125
0.295018,-4.59875
0.084725,-0.516375
0.157367,-0.415625
0.218113,-3.4345
0.256926,-4.121313
0.270752,-4.841875
0.285416,-4.909187
0.126949,-0.722125
0.113953,-0.530062
0.136141,-0.309937
0.272902,-4.855313
0.120996,-0.648312
0.139674,-0.503687
0.184906,-1.204813
0.201857,-0.586875
0.226111,-0.835562
0.198049,-0.419063
0.243543,-3.948125
0.176082,-0.484438
0.351324,-7.7
0.411016,-7.562
0.22902,-0.504437
0.232234,-0.955063
0.288709,-4.184563
0.294021,-4.512625
0.217121,-3.179187
0.175184,-0.925875
0.415215,-5.133063
0.162787,-0.776687
0.216299,-0.4035
0.210586,-0.497437
0.19259,-3.436812
0.167996,-0.430188
0.39099,-5.22925
0.114582,-0.51125
0.15433,-0.531188
0.193662,-3.996875
0.253225,-4.572687
0.119928,-0.21175
0.353516,-5.470875
0.44993,-5.614687
0.181166,-0.950375
0.37332,-6.305187
0.344652,-5.3205
0.166219,-0.349813
0.261027,-4.528
0.284953,-4.282
0.13202,-1.067063
0.09626,-0.476313
0.154426,-2.733
0.139912,-0.39925
0.191479,-3.40425
0.114893,-1.734125
0.421271,-5.11925
0.389982,-6.255625
0.184225,-3.601313
0.225207,-4.501688
0.229166,-3.94025
0.223428,-4.2915
0.362895,-4.35425
0.324154,-5.089062
0.192791,-0.648125
0.36032,-5.7375
0.445924,-5.343562
0.177002,-0.955937
0.38498,-5.086
0.339586,-4.722875
0.188977,-0.781312
