1,0.182439,-0.615437
1,0.097322,-0.33125
1,0.100738,-2.183562
5,0.198963,-3.56375
1,0.150576,-0.299187
5,0.234521,-3.797375
1,0.097842,-0.364
1,0.092469,-0.368625
5,0.43834,-6.332562
5,0.32158,-5.158563
1,0.113494,-0.244812
5,0.189725,-3.179875
1,0.117096,-0.347562
1,0.088404,-0.443625
1,0.089596,-0.5555
1,0.116895,-0.63075
5,0.297336,-4.099938
1,0.205223,-1.077187
1,0.16449,-1.306188
1,0.144023,-0.533312
1,0.153395,-0.526312
5,0.263918,-4.6915
1,0.164383,-0.842
5,0.285107,-4.185625
1,0.115738,-0.442312
1,0.129994,-1.351938
1,0.14909,-0.96075
1,0.084467,-0.452875
1,0.140342,-1.464813
5,0.286689,-4.868812
5,0.45165,-5.737312
5,0.259588,-3.709812
1,0.190652,-1.014375
1,0.217762,-0.528062
5,0.451471,-5.843625
5,0.503453,-4.411437
1,0.144129,-0.87175
1,0.124863,-0.666937
1,0.102721,-0.558875
5,0.441383,-5.786313
1,0.198549,-0.526875
5,0.389977,-6.515313
1,0.200482,-0.969812
5,0.222771,-4.127125
1,0.174732,-1.1255
5,0.347377,-5.65725
1,0.251717,-1.494625
1,0.182027,-0.698438
1,0.171,-0.698
1,0.224904,-0.794687
5,0.387664,-3.916812
1,0.181469,-0.390937
1,0.174371,-0.61975
1,0.15202,-2.601688
1,0.123424,-0.33825
1,0.164457,-0.449688
1,0.12958,-0.979313
1,0.21484,-0.86825
5,0.358064,-5.348562
1,0.164795,-0.318125
1,0.178379,-0.935
1,0.151387,-0.952562
1,0.20033,-2.143
1,0.174391,-0.574313
1,0.10366,-0.441875
5,0.191244,-3.062125
5,0.194727,-2.88725
5,0.193064,-3.313875
5,0.173664,-3.719937
5,0.38942,-6.632937
1,0.144551,-1.005875
1,0.19617,-0.5875
5,0.277305,-3.737875
5,0.240395,-3.375
1,0.186863,-0.532375
1,0.165867,-1.749937
1,0.157596,-0.537312
1,0.116912,-0.890938
1,0.204133,-0.65675
5,0.30243,-4.996875
5,0.191641,-3.9325
1,0.102078,-0.9515
1,0.135678,-0.965875
1,0.121748,-0.211188
5,0.269451,-4.637937
5,0.399086,-6.719125
5,0.369357,-5.698875
1,0.233949,-2.10275
1,0.142016,-0.379563
1,0.147441,-1.422813
5,0.317563,-3.8805
5,0.278338,-4.512125
5,0.295447,-5.484687
1,0.179652,-0.938625
1,0.172893,-1.958625
1,0.066008,-0.81975
1,0.068289,-0.758062
5,0.163535,-3.668375
5,0.153773,-3.465937
5,0.283209,-4.741562
5,0.274602,-4.549
5,0.176797,-3.548313
5,0.404049,-6.181625
1,0.143789,-0.781375
5,0.329318,-4.061125
5,0.376518,-5.438125
5,0.323727,-5.459125
5,0.188057,-3.826875
5,0.162402,-3.55725
5,0.284465,-4.473875
5,0.247766,-4.804437
1,0.145262,-0.472438
1,0.204283,-0.701812
1,0.190617,-0.943625
1,0.152225,-0.247625
1,0.125881,-2.06625
1,0.22935,-0.9245
5,0.319479,-5.076875
5,0.206846,-3.79675
5,0.192498,-4.48725
1,0.113002,-0.950937
1,0.139662,-0.581812
1,0.10898,-0.822438
1,0.221205,-1.8915
1,0.123268,-0.807125
1,0.103172,-0.619938
1,0.183629,-0.479125
1,0.237289,-0.590437
5,0.337996,-6.131687
1,0.150348,-0.27675
5,0.29924,-5.335813
5,0.268062,-4.914813
1,0.169936,-0.567625
5,0.326322,-5.081313
1,0.127697,-0.621875
1,0.17185,-0.759062
5,0.351197,-5.723125
1,0.1284,-0.425687
1,0.130551,-0.396813
1,0.150117,-0.363812
1,0.08101,-0.554688
5,0.40373,-4.73325
1,0.159002,-0.72975
1,0.127379,-0.464
1,0.122125,-0.342562
5,0.24449,-3.113187
1,0.116133,-0.807688
1,0.093076,-0.457813
5,0.385014,-4.70025
5,0.356281,-4.486562
1,0.135133,-2.307812
5,0.286656,-4.7815
5,0.216125,-3.7895
1,0.104547,-0.580688
5,0.31734,-5.23425
1,0.29474,-1.636625
1,0.263104,-2.9735
1,0.162395,-0.967375
1,0.112039,-0.369437
5,0.345398,-5.358437
1,0.135678,-1.430187
1,0.118729,-0.394937
5,0.322826,-5.8495
5,0.201949,-3.388438
5,0.27899,-4.833875
5,0.235109,-4.244813
1,0.099912,-0.653438
5,0.420488,-6.514687
5,0.606639,-5.601438
5,0.249025,-4.507688
5,0.373982,-6.175688
5,0.450908,-5.183562
1,0.155303,-0.94175
1,0.192238,-0.544687
1,0.197045,-1.194625
1,0.15691,-0.681875
1,0.141225,-0.594562
5,0.326959,-6.1215
5,0.329354,-6.081812
1,0.170391,-1.184875
5,0.284621,-5.751938
5,0.29659,-5.351187
5,0.390756,-5.826937
1,0.106133,-0.622313
1,0.16777,-0.681438
1,0.186986,-0.376812
1,0.127727,-0.252563
1,0.159666,-0.448437
1,0.11,-1.546625
1,0.089846,-0.762938
1,0.101922,-0.417
1,0.096195,-0.431312
1,0.137563,-0.546375
5,0.347586,-5.174938
1,0.182887,-0.9035
1,0.129428,-0.428687
1,0.111109,-1.581562
5,0.455209,-5.384875
1,0.15492,-0.356938
1,0.111367,-0.325875
1,0.091736,-0.448062
1,0.101639,-0.292938
1,0.133498,-0.673
5,0.239051,-5.328688
1,0.17866,-0.735688
1,0.151291,-0.778125
1,0.153396,-0.291063
1,0.118986,-0.47525
1,0.106654,-0.277625
1,0.102631,-0.430188
1,0.111725,-0.333937
1,0.121141,-0.293625
5,0.166656,-3.534187
1,0.133574,-0.441937
5,0.428754,-5.79575
5,0.547627,-6.20125
5,0.362586,-5.279187
5,0.401752,-5.997813
5,0.306221,-5.36575
1,0.216924,-0.811438
1,0.15973,-0.389437
1,0.083691,-0.464187
1,0.157701,-0.417125
1,0.264453,-3.376438
1,0.110482,-0.593688
1,0.118449,-0.331313
1,0.139523,-0.481
1,0.173672,-0.924625
5,0.433697,-5.180313
1,0.176289,-0.604563
1,0.128021,-0.473875
5,0.241414,-4.795
1,0.173826,-0.189062
5,0.463721,-6.532063
1,0.177277,-0.720313
1,0.15374,-0.769563
5,0.216195,-5.091312
5,0.192223,-4.089875
5,0.226445,-3.616
1,0.193453,-0.729563
5,0.228623,-4.702562
5,0.153934,-3.642562
1,0.092609,-0.463938
5,0.315418,-4.066125
5,0.267338,-4.610563
5,0.333316,-4.292562
5,0.338588,-4.88225
5,0.319125,-5.105188
1,0.140947,-0.245438
1,0.253113,-0.758188
5,0.349012,-6.132625
5,0.227883,-4.849125
1,0.152254,-0.37725
1,0.187611,-1.815687
1,0.102646,-0.6325
1,0.122494,-0.44425
1,0.109271,-0.388688
1,0.100314,-0.450937
1,0.118727,-0.37475
1,0.124027,-0.495937
5,0.253463,-4.055813
5,0.206867,-4.678438
1,0.149512,-0.521813
1,0.143121,-0.369188
1,0.171865,-0.356
1,0.13358,-0.706438
1,0.128186,-0.558562
1,0.180045,-0.816937
1,0.263883,-1.450937
5,0.342576,-4.068062
5,0.239514,-4.894188
1,0.155346,-0.48825
1,0.147943,-0.558063
5,0.276613,-5.585125
5,0.295018,-4.59875
1,0.084725,-0.516375
1,0.157367,-0.415625
1,0.218113,-3.4345
1,0.256926,-4.121313
1,0.270752,-4.841875
5,0.285416,-4.909187
1,0.126949,-0.722125
1,0.113953,-0.530062
1,0.136141,-0.309937
5,0.272902,-4.855313
1,0.120996,-0.648312
1,0.139674,-0.503687
1,0.184906,-1.204813
1,0.201857,-0.586875
1,0.226111,-0.835562
1,0.198049,-0.419063
5,0.243543,-3.948125
1,0.176082,-0.484438
5,0.351324,-7.7
5,0.411016,-7.562
1,0.22902,-0.504437
1,0.232234,-0.955063
5,0.288709,-4.184563
5,0.294021,-4.512625
1,0.217121,-3.179187
1,0.175184,-0.925875
5,0.415215,-5.133063
1,0.162787,-0.776687
1,0.216299,-0.4035
1,0.210586,-0.497437
5,0.19259,-3.436812
1,0.167996,-0.430188
5,0.39099,-5.22925
1,0.114582,-0.51125
1,0.15433,-0.531188
5,0.193662,-3.996875
5,0.253225,-4.572687
1,0.119928,-0.21175
5,0.353516,-5.470875
5,0.44993,-5.614687
1,0.181166,-0.950375
5,0.37332,-6.305187
5,0.344652,-5.3205
1,0.166219,-0.349813
5,0.261027,-4.528
5,0.284953,-4.282
1,0.13202,-1.067063
1,0.09626,-0.476313
5,0.154426,-2.733
1,0.139912,-0.39925
5,0.191479,-3.40425
1,0.114893,-1.734125
5,0.421271,-5.11925
5,0.389982,-6.255625
5,0.184225,-3.601313
5,0.225207,-4.501688
5,0.229166,-3.94025
5,0.223428,-4.2915
5,0.362895,-4.35425
5,0.324154,-5.089062
1,0.192791,-0.648125
5,0.36032,-5.7375
5,0.445924,-5.343562
1,0.177002,-0.955937
5,0.38498,-5.086
5,0.339586,-4.722875
1,0.188977,-0.781312
